date,state,fips,cases,deaths
2021-04-20,Alabama,01,523955,10798
2021-04-20,Alaska,02,65944,318
2021-04-20,Arizona,04,855155,17193
2021-04-20,Arkansas,05,333709,5706
2021-04-20,California,06,3723271,61083
2021-04-20,Colorado,08,495815,6346
2021-04-20,Connecticut,09,332139,8020
2021-04-20,Delaware,10,101707,1603
2021-04-20,District of Columbia,11,46869,1097
2021-04-20,Florida,12,2178775,34532
2021-04-20,Georgia,13,1062399,19185
2021-04-20,Guam,66,8853,137
2021-04-20,Hawaii,15,31817,471
2021-04-20,Idaho,16,185573,2023
2021-04-20,Illinois,17,1310368,23989
2021-04-20,Indiana,18,712755,13234
2021-04-20,Iowa,19,360782,5894
2021-04-20,Kansas,20,308488,4998
2021-04-20,Kentucky,21,441580,6454
2021-04-20,Louisiana,22,453711,10306
2021-04-20,Maine,23,57965,767
2021-04-20,Maryland,24,437770,8592
2021-04-20,Massachusetts,25,675162,17484
2021-04-20,Michigan,26,888915,18075
2021-04-20,Minnesota,27,558928,7109
2021-04-20,Mississippi,28,309585,7161
2021-04-20,Missouri,29,594129,9152
2021-04-20,Montana,30,107493,1552
2021-04-20,Nebraska,31,217108,2349
2021-04-20,Nevada,32,311314,5377
2021-04-20,New Hampshire,33,92053,1271
2021-04-20,New Jersey,34,983875,25206
2021-04-20,New Mexico,35,195615,4012
2021-04-20,New York,36,2006712,51183
2021-04-20,North Carolina,37,956956,12460
2021-04-20,North Dakota,38,106073,1513
2021-04-20,Northern Mariana Islands,69,162,2
2021-04-20,Ohio,39,1056606,19033
2021-04-20,Oklahoma,40,445725,6697
2021-04-20,Oregon,41,176164,2475
2021-04-20,Pennsylvania,42,1119535,25821
2021-04-20,Puerto Rico,72,157755,2213
2021-04-20,Rhode Island,44,145358,2654
2021-04-20,South Carolina,45,570606,9355
2021-04-20,South Dakota,46,121360,1953
2021-04-20,Tennessee,47,822305,12001
2021-04-20,Texas,48,2860314,49829
2021-04-20,Utah,49,393337,2174
2021-04-20,Vermont,50,22112,242
2021-04-20,Virgin Islands,78,3041,27
2021-04-20,Virginia,51,648347,10625
2021-04-20,Washington,53,390415,5451
2021-04-20,West Virginia,54,149462,2789
2021-04-20,Wisconsin,55,653091,7427
2021-04-20,Wyoming,56,57456,705
