date,state,fips,cases,deaths
2020-12-23,Alabama,01,334569,4587
2020-12-23,Alaska,02,44602,189
2020-12-23,Arizona,04,475706,8184
2020-12-23,Arkansas,05,207941,3376
2020-12-23,California,06,2013188,23633
2020-12-23,Colorado,08,318027,4531
2020-12-23,Connecticut,09,170705,5736
2020-12-23,Delaware,10,52235,872
2020-12-23,District of Columbia,11,27226,751
2020-12-23,Florida,12,1234391,20873
2020-12-23,Georgia,13,587472,10193
2020-12-23,Guam,66,8180,121
2020-12-23,Hawaii,15,20582,283
2020-12-23,Idaho,16,134258,1343
2020-12-23,Illinois,17,919992,16846
2020-12-23,Indiana,18,479476,7645
2020-12-23,Iowa,19,272112,3668
2020-12-23,Kansas,20,212871,2507
2020-12-23,Kentucky,21,252978,2774
2020-12-23,Louisiana,22,293934,7226
2020-12-23,Maine,23,20491,311
2020-12-23,Maryland,24,258129,5568
2020-12-23,Massachusetts,25,335988,11887
2020-12-23,Michigan,26,507775,12405
2020-12-23,Minnesota,27,402578,5030
2020-12-23,Mississippi,28,200325,4533
2020-12-23,Missouri,29,396409,5588
2020-12-23,Montana,30,78591,917
2020-12-23,Nebraska,31,159861,1586
2020-12-23,Nevada,32,210319,2885
2020-12-23,New Hampshire,33,38512,677
2020-12-23,New Jersey,34,447083,18466
2020-12-23,New Mexico,35,133242,2243
2020-12-23,New York,36,882895,36454
2020-12-23,North Carolina,37,497869,6418
2020-12-23,North Dakota,38,90729,1249
2020-12-23,Northern Mariana Islands,69,118,2
2020-12-23,Ohio,39,644822,8361
2020-12-23,Oklahoma,40,269276,2283
2020-12-23,Oregon,41,106020,1409
2020-12-23,Pennsylvania,42,586908,14470
2020-12-23,Puerto Rico,72,104103,1408
2020-12-23,Rhode Island,44,82066,1704
2020-12-23,South Carolina,45,282230,5028
2020-12-23,South Dakota,46,96040,1389
2020-12-23,Tennessee,47,527326,6316
2020-12-23,Texas,48,1652994,26624
2020-12-23,Utah,49,257697,1196
2020-12-23,Vermont,50,6680,117
2020-12-23,Virgin Islands,78,1950,23
2020-12-23,Virginia,51,319133,4760
2020-12-23,Washington,53,234832,3245
2020-12-23,West Virginia,54,75936,1194
2020-12-23,Wisconsin,55,500443,4956
2020-12-23,Wyoming,56,42664,373
