date,state,fips,cases,deaths
2021-05-27,Alabama,01,543177,11140
2021-05-27,Alaska,02,69583,352
2021-05-27,Arizona,04,879102,17594
2021-05-27,Arkansas,05,340916,5829
2021-05-27,California,06,3786405,63162
2021-05-27,Colorado,08,543886,6688
2021-05-27,Connecticut,09,347137,8230
2021-05-27,Delaware,10,108607,1660
2021-05-27,District of Columbia,11,48844,1132
2021-05-27,Florida,12,2318472,36732
2021-05-27,Georgia,13,1097547,20122
2021-05-27,Guam,66,9123,140
2021-05-27,Hawaii,15,34807,495
2021-05-27,Idaho,16,191949,2092
2021-05-27,Illinois,17,1383231,25101
2021-05-27,Indiana,18,745688,13583
2021-05-27,Iowa,19,371138,6047
2021-05-27,Kansas,20,315649,5099
2021-05-27,Kentucky,21,459425,6908
2021-05-27,Louisiana,22,470331,10570
2021-05-27,Maine,23,67416,825
2021-05-27,Maryland,24,459308,9581
2021-05-27,Massachusetts,25,706272,17850
2021-05-27,Michigan,26,988892,20287
2021-05-27,Minnesota,27,600501,7496
2021-05-27,Mississippi,28,317276,7304
2021-05-27,Missouri,29,614032,9664
2021-05-27,Montana,30,111713,1610
2021-05-27,Nebraska,31,223243,2376
2021-05-27,Nevada,32,323481,5578
2021-05-27,New Hampshire,33,98613,1349
2021-05-27,New Jersey,34,1015368,26173
2021-05-27,New Mexico,35,202701,4261
2021-05-27,New York,36,2097465,52685
2021-05-27,North Carolina,37,1001048,13075
2021-05-27,North Dakota,38,109851,1541
2021-05-27,Northern Mariana Islands,69,181,2
2021-05-27,Ohio,39,1100312,19753
2021-05-27,Oklahoma,40,452633,7291
2021-05-27,Oregon,41,200219,2679
2021-05-27,Pennsylvania,42,1204359,27219
2021-05-27,Puerto Rico,72,171832,2489
2021-05-27,Rhode Island,44,151691,2708
2021-05-27,South Carolina,45,592243,9711
2021-05-27,South Dakota,46,124105,2004
2021-05-27,Tennessee,47,847710,12328
2021-05-27,Texas,48,2948915,51572
2021-05-27,Utah,49,405457,2294
2021-05-27,Vermont,50,24182,255
2021-05-27,Virgin Islands,78,3399,27
2021-05-27,Virginia,51,674439,11152
2021-05-27,Washington,53,435657,5798
2021-05-27,West Virginia,54,161046,2792
2021-05-27,Wisconsin,55,673951,7814
2021-05-27,Wyoming,56,60048,719
