date,state,fips,cases,deaths
2021-03-18,Alabama,01,510048,10391
2021-03-18,Alaska,02,60606,296
2021-03-18,Arizona,04,834607,16645
2021-03-18,Arkansas,05,328045,5515
2021-03-18,California,06,3635303,57187
2021-03-18,Colorado,08,449206,6144
2021-03-18,Connecticut,09,295484,7822
2021-03-18,Delaware,10,91425,1517
2021-03-18,District of Columbia,11,42892,1046
2021-03-18,Florida,12,1994109,32597
2021-03-18,Georgia,13,1015565,17861
2021-03-18,Guam,66,8749,135
2021-03-18,Hawaii,15,28509,448
2021-03-18,Idaho,16,176910,1940
2021-03-18,Illinois,17,1219667,23287
2021-03-18,Indiana,18,678669,12907
2021-03-18,Iowa,19,344860,5673
2021-03-18,Kansas,20,301786,4837
2021-03-18,Kentucky,21,422546,5524
2021-03-18,Louisiana,22,439543,9974
2021-03-18,Maine,23,47832,727
2021-03-18,Maryland,24,396930,8113
2021-03-18,Massachusetts,25,608318,16759
2021-03-18,Michigan,26,683339,16835
2021-03-18,Minnesota,27,501526,6830
2021-03-18,Mississippi,28,301924,6938
2021-03-18,Missouri,29,577070,8811
2021-03-18,Montana,30,102736,1407
2021-03-18,Nebraska,31,206196,2241
2021-03-18,Nevada,32,300442,5157
2021-03-18,New Hampshire,33,79702,1207
2021-03-18,New Jersey,34,853347,24076
2021-03-18,New Mexico,35,189158,3879
2021-03-18,New York,36,1767547,48773
2021-03-18,North Carolina,37,896687,11812
2021-03-18,North Dakota,38,101434,1490
2021-03-18,Northern Mariana Islands,69,157,2
2021-03-18,Ohio,39,995785,17992
2021-03-18,Oklahoma,40,434075,4788
2021-03-18,Oregon,41,160642,2362
2021-03-18,Pennsylvania,42,982115,24781
2021-03-18,Puerto Rico,72,137294,2089
2021-03-18,Rhode Island,44,132616,2594
2021-03-18,South Carolina,45,537498,8938
2021-03-18,South Dakota,46,115203,1919
2021-03-18,Tennessee,47,782482,11578
2021-03-18,Texas,48,2746187,47199
2021-03-18,Utah,49,380634,2041
2021-03-18,Vermont,50,17247,217
2021-03-18,Virgin Islands,78,2767,25
2021-03-18,Virginia,51,600550,10182
2021-03-18,Washington,53,355706,5225
2021-03-18,West Virginia,54,136716,2570
2021-03-18,Wisconsin,55,627949,7211
2021-03-18,Wyoming,56,55479,693
