date,state,fips,cases,deaths
2021-04-08,Alabama,01,517916,10675
2021-04-08,Alaska,02,64013,299
2021-04-08,Arizona,04,846917,17055
2021-04-08,Arkansas,05,331704,5662
2021-04-08,California,06,3690158,60088
2021-04-08,Colorado,08,476630,6200
2021-04-08,Connecticut,09,319779,7940
2021-04-08,Delaware,10,97404,1568
2021-04-08,District of Columbia,11,45498,1077
2021-04-08,Florida,12,2104678,33905
2021-04-08,Georgia,13,1045930,18780
2021-04-08,Guam,66,8799,137
2021-04-08,Hawaii,15,30673,467
2021-04-08,Idaho,16,182951,1991
2021-04-08,Illinois,17,1272932,23740
2021-04-08,Indiana,18,698132,13114
2021-04-08,Iowa,19,355454,5843
2021-04-08,Kansas,20,306099,4932
2021-04-08,Kentucky,21,434897,6314
2021-04-08,Louisiana,22,448104,10200
2021-04-08,Maine,23,52996,748
2021-04-08,Maryland,24,422009,8410
2021-04-08,Massachusetts,25,652966,17366
2021-04-08,Michigan,26,803765,17440
2021-04-08,Minnesota,27,535260,7000
2021-04-08,Mississippi,28,306851,7082
2021-04-08,Missouri,29,590133,9001
2021-04-08,Montana,30,105883,1496
2021-04-08,Nebraska,31,213433,2307
2021-04-08,Nevada,32,306322,5313
2021-04-08,New Hampshire,33,87441,1251
2021-04-08,New Jersey,34,942311,24783
2021-04-08,New Mexico,35,193247,3976
2021-04-08,New York,36,1932145,50388
2021-04-08,North Carolina,37,932887,12250
2021-04-08,North Dakota,38,104395,1499
2021-04-08,Northern Mariana Islands,69,160,2
2021-04-08,Ohio,39,1033606,18741
2021-04-08,Oklahoma,40,442389,6669
2021-04-08,Oregon,41,168795,2450
2021-04-08,Pennsylvania,42,1064568,25380
2021-04-08,Puerto Rico,72,145375,2146
2021-04-08,Rhode Island,44,140534,2636
2021-04-08,South Carolina,45,559597,9237
2021-04-08,South Dakota,46,119197,1939
2021-04-08,Tennessee,47,806768,11895
2021-04-08,Texas,48,2820062,49168
2021-04-08,Utah,49,388970,2149
2021-04-08,Vermont,50,20669,230
2021-04-08,Virgin Islands,78,2971,26
2021-04-08,Virginia,51,631083,10436
2021-04-08,Washington,53,375381,5367
2021-04-08,West Virginia,54,144820,2735
2021-04-08,Wisconsin,55,642966,7371
2021-04-08,Wyoming,56,56802,701
