date,state,fips,cases,deaths
2021-02-14,Alabama,01,480931,9242
2021-02-14,Alaska,02,56008,271
2021-02-14,Arizona,04,797537,14978
2021-02-14,Arkansas,05,313028,5265
2021-02-14,California,06,3484984,47055
2021-02-14,Colorado,08,415857,5921
2021-02-14,Connecticut,09,267337,7381
2021-02-14,Delaware,10,83003,1283
2021-02-14,District of Columbia,11,38918,979
2021-02-14,Florida,12,1827365,28778
2021-02-14,Georgia,13,940451,15397
2021-02-14,Guam,66,8664,131
2021-02-14,Hawaii,15,26772,423
2021-02-14,Idaho,16,167566,1805
2021-02-14,Illinois,17,1164743,22121
2021-02-14,Indiana,18,652060,12173
2021-02-14,Iowa,19,329258,5236
2021-02-14,Kansas,20,289225,4364
2021-02-14,Kentucky,21,392990,4447
2021-02-14,Louisiana,22,419891,9292
2021-02-14,Maine,23,42529,649
2021-02-14,Maryland,24,371163,7554
2021-02-14,Massachusetts,25,557777,15484
2021-02-14,Michigan,26,628966,16108
2021-02-14,Minnesota,27,473635,6444
2021-02-14,Mississippi,28,287436,6462
2021-02-14,Missouri,29,508623,7875
2021-02-14,Montana,30,97425,1328
2021-02-14,Nebraska,31,197658,2123
2021-02-14,Nevada,32,288493,4709
2021-02-14,New Hampshire,33,70785,1133
2021-02-14,New Jersey,34,745987,22454
2021-02-14,New Mexico,35,180571,3531
2021-02-14,New York,36,1540127,45431
2021-02-14,North Carolina,37,825572,10524
2021-02-14,North Dakota,38,98627,1461
2021-02-14,Northern Mariana Islands,69,134,2
2021-02-14,Ohio,39,939350,16346
2021-02-14,Oklahoma,40,413542,4024
2021-02-14,Oregon,41,150281,2137
2021-02-14,Pennsylvania,42,899474,23136
2021-02-14,Puerto Rico,72,131224,1919
2021-02-14,Rhode Island,44,120821,2290
2021-02-14,South Carolina,45,487293,7998
2021-02-14,South Dakota,46,110315,1844
2021-02-14,Tennessee,47,743266,10842
2021-02-14,Texas,48,2568858,41440
2021-02-14,Utah,49,361294,1794
2021-02-14,Vermont,50,13677,189
2021-02-14,Virgin Islands,78,2525,25
2021-02-14,Virginia,51,549999,7012
2021-02-14,Washington,53,331164,4739
2021-02-14,West Virginia,54,127588,2210
2021-02-14,Wisconsin,55,607213,6748
2021-02-14,Wyoming,56,53136,647
