date,state,fips,cases,deaths
2021-05-02,Alabama,01,528597,10913
2021-05-02,Alaska,02,67598,330
2021-05-02,Arizona,04,863927,17344
2021-05-02,Arkansas,05,335968,5741
2021-05-02,California,06,3745021,61895
2021-05-02,Colorado,08,516337,6438
2021-05-02,Connecticut,09,339233,8097
2021-05-02,Delaware,10,104909,1626
2021-05-02,District of Columbia,11,47855,1106
2021-05-02,Florida,12,2242770,35267
2021-05-02,Georgia,13,1078321,19586
2021-05-02,Guam,66,8944,137
2021-05-02,Hawaii,15,32989,480
2021-05-02,Idaho,16,187728,2048
2021-05-02,Illinois,17,1343273,24358
2021-05-02,Indiana,18,725964,13349
2021-05-02,Iowa,19,365519,5959
2021-05-02,Kansas,20,311218,5025
2021-05-02,Kentucky,21,448339,6634
2021-05-02,Louisiana,22,458581,10382
2021-05-02,Maine,23,61847,789
2021-05-02,Maryland,24,449180,8776
2021-05-02,Massachusetts,25,691172,17621
2021-05-02,Michigan,26,939387,18883
2021-05-02,Minnesota,27,579328,7253
2021-05-02,Mississippi,28,311900,7199
2021-05-02,Missouri,29,602390,9253
2021-05-02,Montana,30,109106,1574
2021-05-02,Nebraska,31,220127,2366
2021-05-02,Nevada,32,315438,5464
2021-05-02,New Hampshire,33,95377,1305
2021-05-02,New Jersey,34,1000009,25600
2021-05-02,New Mexico,35,197733,4069
2021-05-02,New York,36,2053027,51830
2021-05-02,North Carolina,37,976985,12677
2021-05-02,North Dakota,38,107739,1525
2021-05-02,Northern Mariana Islands,69,168,2
2021-05-02,Ohio,39,1075004,19284
2021-05-02,Oklahoma,40,448305,6788
2021-05-02,Oregon,41,186344,2516
2021-05-02,Pennsylvania,42,1161184,26327
2021-05-02,Puerto Rico,72,166193,2313
2021-05-02,Rhode Island,44,148186,2671
2021-05-02,South Carolina,45,580273,9520
2021-05-02,South Dakota,46,122660,1967
2021-05-02,Tennessee,47,832935,12100
2021-05-02,Texas,48,2897234,50473
2021-05-02,Utah,49,398077,2204
2021-05-02,Vermont,50,23126,247
2021-05-02,Virgin Islands,78,3138,27
2021-05-02,Virginia,51,661314,10791
2021-05-02,Washington,53,406659,5547
2021-05-02,West Virginia,54,153918,2686
2021-05-02,Wisconsin,55,661890,7567
2021-05-02,Wyoming,56,58142,707
