date,state,fips,cases,deaths
2021-04-01,Alabama,01,515866,10553
2021-04-01,Alaska,02,62785,299
2021-04-01,Arizona,04,842200,16977
2021-04-01,Arkansas,05,330609,5636
2021-04-01,California,06,3671557,59370
2021-04-01,Colorado,08,466368,6183
2021-04-01,Connecticut,09,312468,7900
2021-04-01,Delaware,10,95188,1559
2021-04-01,District of Columbia,11,44656,1066
2021-04-01,Florida,12,2064517,33493
2021-04-01,Georgia,13,1036700,18536
2021-04-01,Guam,66,8779,135
2021-04-01,Hawaii,15,29888,460
2021-04-01,Idaho,16,181023,1967
2021-04-01,Illinois,17,1251829,23601
2021-04-01,Indiana,18,691001,13048
2021-04-01,Iowa,19,352137,5751
2021-04-01,Kansas,20,304685,4913
2021-04-01,Kentucky,21,431160,6172
2021-04-01,Louisiana,22,445469,10161
2021-04-01,Maine,23,50788,744
2021-04-01,Maryland,24,413113,8303
2021-04-01,Massachusetts,25,638339,17217
2021-04-01,Michigan,26,753124,17165
2021-04-01,Minnesota,27,521745,6938
2021-04-01,Mississippi,28,305417,7048
2021-04-01,Missouri,29,585861,8981
2021-04-01,Montana,30,104865,1438
2021-04-01,Nebraska,31,210455,2284
2021-04-01,Nevada,32,304139,5256
2021-04-01,New Hampshire,33,84539,1245
2021-04-01,New Jersey,34,914420,24591
2021-04-01,New Mexico,35,191946,3944
2021-04-01,New York,36,1880768,49872
2021-04-01,North Carolina,37,921917,12160
2021-04-01,North Dakota,38,103331,1498
2021-04-01,Northern Mariana Islands,69,159,2
2021-04-01,Ohio,39,1020041,18609
2021-04-01,Oklahoma,40,438777,4953
2021-04-01,Oregon,41,165524,2398
2021-04-01,Pennsylvania,42,1034263,25179
2021-04-01,Puerto Rico,72,141595,2121
2021-04-01,Rhode Island,44,137848,2624
2021-04-01,South Carolina,45,552681,9174
2021-04-01,South Dakota,46,117989,1938
2021-04-01,Tennessee,47,799226,11809
2021-04-01,Texas,48,2797637,48650
2021-04-01,Utah,49,386188,2125
2021-04-01,Vermont,50,19523,227
2021-04-01,Virgin Islands,78,2907,26
2021-04-01,Virginia,51,620801,10268
2021-04-01,Washington,53,368049,5316
2021-04-01,West Virginia,54,142233,2683
2021-04-01,Wisconsin,55,637372,7327
2021-04-01,Wyoming,56,56389,700
