date,state,fips,cases,deaths
2021-03-08,Alabama,01,500092,10148
2021-03-08,Alaska,02,59210,291
2021-03-08,Arizona,04,827237,16328
2021-03-08,Arkansas,05,324951,5343
2021-03-08,California,06,3603413,54377
2021-03-08,Colorado,08,439609,6079
2021-03-08,Connecticut,09,287396,7725
2021-03-08,Delaware,10,88563,1475
2021-03-08,District of Columbia,11,41579,1035
2021-03-08,Florida,12,1948299,31763
2021-03-08,Georgia,13,999460,17389
2021-03-08,Guam,66,8720,134
2021-03-08,Hawaii,15,27862,442
2021-03-08,Idaho,16,173523,1893
2021-03-08,Illinois,17,1203008,23020
2021-03-08,Indiana,18,670975,12744
2021-03-08,Iowa,19,340128,5560
2021-03-08,Kansas,20,299503,4816
2021-03-08,Kentucky,21,414550,4970
2021-03-08,Louisiana,22,434289,9758
2021-03-08,Maine,23,45926,706
2021-03-08,Maryland,24,388217,7963
2021-03-08,Massachusetts,25,592344,16435
2021-03-08,Michigan,26,658294,16652
2021-03-08,Minnesota,27,490551,6624
2021-03-08,Mississippi,28,297651,6808
2021-03-08,Missouri,29,570729,8610
2021-03-08,Montana,30,101093,1382
2021-03-08,Nebraska,31,203546,2224
2021-03-08,Nevada,32,296470,5040
2021-03-08,New Hampshire,33,77060,1184
2021-03-08,New Jersey,34,814916,23590
2021-03-08,New Mexico,35,187040,3813
2021-03-08,New York,36,1700348,47921
2021-03-08,North Carolina,37,879279,11556
2021-03-08,North Dakota,38,100449,1479
2021-03-08,Northern Mariana Islands,69,146,2
2021-03-08,Ohio,39,979726,17502
2021-03-08,Oklahoma,40,429162,4534
2021-03-08,Oregon,41,157611,2306
2021-03-08,Pennsylvania,42,955337,24401
2021-03-08,Puerto Rico,72,135552,2066
2021-03-08,Rhode Island,44,128981,2549
2021-03-08,South Carolina,45,526716,8760
2021-03-08,South Dakota,46,113596,1901
2021-03-08,Tennessee,47,770202,11459
2021-03-08,Texas,48,2699863,45570
2021-03-08,Utah,49,375109,1977
2021-03-08,Vermont,50,16199,208
2021-03-08,Virgin Islands,78,2744,25
2021-03-08,Virginia,51,586592,9683
2021-03-08,Washington,53,348485,5129
2021-03-08,West Virginia,54,133627,2325
2021-03-08,Wisconsin,55,621842,7111
2021-03-08,Wyoming,56,54903,682
