date,state,fips,cases,deaths
2021-01-04,Alabama,01,374095,4878
2021-01-04,Alaska,02,48110,209
2021-01-04,Arizona,04,561542,9064
2021-01-04,Arkansas,05,234781,3800
2021-01-04,California,06,2474335,26994
2021-01-04,Colorado,08,345239,5011
2021-01-04,Connecticut,09,194636,6168
2021-01-04,Delaware,10,60333,937
2021-01-04,District of Columbia,11,29904,797
2021-01-04,Florida,12,1376684,22089
2021-01-04,Georgia,13,672849,10623
2021-01-04,Guam,66,8313,124
2021-01-04,Hawaii,15,22092,287
2021-01-04,Idaho,16,143833,1462
2021-01-04,Illinois,17,987459,18414
2021-01-04,Indiana,18,532671,8514
2021-01-04,Iowa,19,286357,3992
2021-01-04,Kansas,20,234390,2897
2021-01-04,Kentucky,21,282097,3067
2021-01-04,Louisiana,22,322181,7585
2021-01-04,Maine,23,25968,360
2021-01-04,Maryland,24,287970,6027
2021-01-04,Massachusetts,25,387662,12669
2021-01-04,Michigan,26,541721,13381
2021-01-04,Minnesota,27,423747,5502
2021-01-04,Mississippi,28,223677,4884
2021-01-04,Missouri,29,429745,5941
2021-01-04,Montana,30,82753,975
2021-01-04,Nebraska,31,169981,1714
2021-01-04,Nevada,32,233337,3209
2021-01-04,New Hampshire,33,47328,781
2021-01-04,New Jersey,34,496338,19244
2021-01-04,New Mexico,35,147315,2576
2021-01-04,New York,36,1035396,38167
2021-01-04,North Carolina,37,572018,7000
2021-01-04,North Dakota,38,93247,1319
2021-01-04,Northern Mariana Islands,69,122,2
2021-01-04,Ohio,39,727423,9143
2021-01-04,Oklahoma,40,306771,2552
2021-01-04,Oregon,41,118473,1517
2021-01-04,Pennsylvania,42,670769,16394
2021-01-04,Puerto Rico,72,112420,1555
2021-01-04,Rhode Island,44,92708,1855
2021-01-04,South Carolina,45,325472,5484
2021-01-04,South Dakota,46,100643,1513
2021-01-04,Tennessee,47,597201,7101
2021-01-04,Texas,48,1831610,28681
2021-01-04,Utah,49,285633,1307
2021-01-04,Vermont,50,7873,144
2021-01-04,Virgin Islands,78,2042,23
2021-01-04,Virginia,51,367536,5132
2021-01-04,Washington,53,261328,3558
2021-01-04,West Virginia,54,91886,1396
2021-01-04,Wisconsin,55,527871,5273
2021-01-04,Wyoming,56,45247,438
