date,state,fips,cases,deaths
2021-05-04,Alabama,01,528784,10913
2021-05-04,Alaska,02,67964,331
2021-05-04,Arizona,04,865280,17355
2021-05-04,Arkansas,05,336462,5752
2021-05-04,California,06,3748832,61996
2021-05-04,Colorado,08,518530,6456
2021-05-04,Connecticut,09,340962,8117
2021-05-04,Delaware,10,105204,1626
2021-05-04,District of Columbia,11,47986,1106
2021-05-04,Florida,12,2249527,35398
2021-05-04,Georgia,13,1080385,19614
2021-05-04,Guam,66,8973,138
2021-05-04,Hawaii,15,33132,481
2021-05-04,Idaho,16,188305,2054
2021-05-04,Illinois,17,1347662,24410
2021-05-04,Indiana,18,727536,13363
2021-05-04,Iowa,19,366126,5960
2021-05-04,Kansas,20,311718,5029
2021-05-04,Kentucky,21,449464,6651
2021-05-04,Louisiana,22,460337,10405
2021-05-04,Maine,23,62509,790
2021-05-04,Maryland,24,450201,8803
2021-05-04,Massachusetts,25,692589,17644
2021-05-04,Michigan,26,948029,19041
2021-05-04,Minnesota,27,581428,7267
2021-05-04,Mississippi,28,312608,7221
2021-05-04,Missouri,29,603560,9310
2021-05-04,Montana,30,109431,1577
2021-05-04,Nebraska,31,220481,2372
2021-05-04,Nevada,32,316715,5480
2021-05-04,New Hampshire,33,95714,1307
2021-05-04,New Jersey,34,1001996,25658
2021-05-04,New Mexico,35,198576,4085
2021-05-04,New York,36,2057701,51949
2021-05-04,North Carolina,37,982418,12723
2021-05-04,North Dakota,38,107943,1525
2021-05-04,Northern Mariana Islands,69,168,2
2021-05-04,Ohio,39,1077284,19344
2021-05-04,Oklahoma,40,449014,6788
2021-05-04,Oregon,41,187611,2521
2021-05-04,Pennsylvania,42,1166208,26383
2021-05-04,Puerto Rico,72,167122,2323
2021-05-04,Rhode Island,44,148929,2681
2021-05-04,South Carolina,45,581221,9524
2021-05-04,South Dakota,46,122974,1973
2021-05-04,Tennessee,47,835281,12120
2021-05-04,Texas,48,2904178,50567
2021-05-04,Utah,49,398564,2217
2021-05-04,Vermont,50,23191,248
2021-05-04,Virgin Islands,78,3152,27
2021-05-04,Virginia,51,662696,10823
2021-05-04,Washington,53,410494,5575
2021-05-04,West Virginia,54,154551,2695
2021-05-04,Wisconsin,55,663105,7582
2021-05-04,Wyoming,56,58367,710
