date,state,fips,cases,deaths
2021-01-13,Alabama,01,410995,5760
2021-01-13,Alaska,02,50526,217
2021-01-13,Arizona,04,643683,10689
2021-01-13,Arkansas,05,262020,4186
2021-01-13,California,06,2857459,31645
2021-01-13,Colorado,08,368775,5354
2021-01-13,Connecticut,09,220576,6536
2021-01-13,Delaware,10,67173,994
2021-01-13,District of Columbia,11,32600,831
2021-01-13,Florida,12,1517464,23395
2021-01-13,Georgia,13,757993,11435
2021-01-13,Guam,66,8413,125
2021-01-13,Hawaii,15,23663,309
2021-01-13,Idaho,16,152560,1576
2021-01-13,Illinois,17,1048784,19619
2021-01-13,Indiana,18,577153,9163
2021-01-13,Iowa,19,301161,4232
2021-01-13,Kansas,20,255200,3355
2021-01-13,Kentucky,21,316673,3324
2021-01-13,Louisiana,22,355835,8022
2021-01-13,Maine,23,31150,453
2021-01-13,Maryland,24,315055,6404
2021-01-13,Massachusetts,25,448447,13359
2021-01-13,Michigan,26,571638,14325
2021-01-13,Minnesota,27,440422,5842
2021-01-13,Mississippi,28,243899,5315
2021-01-13,Missouri,29,459428,6538
2021-01-13,Montana,30,87759,1069
2021-01-13,Nebraska,31,179333,1858
2021-01-13,Nevada,32,254056,3596
2021-01-13,New Hampshire,33,54125,885
2021-01-13,New Jersey,34,602629,20166
2021-01-13,New Mexico,35,159119,2809
2021-01-13,New York,36,1179523,39760
2021-01-13,North Carolina,37,643520,7796
2021-01-13,North Dakota,38,95142,1364
2021-01-13,Northern Mariana Islands,69,128,2
2021-01-13,Ohio,39,799639,9881
2021-01-13,Oklahoma,40,341364,2848
2021-01-13,Oregon,41,129109,1716
2021-01-13,Pennsylvania,42,747245,18458
2021-01-13,Puerto Rico,72,118254,1659
2021-01-13,Rhode Island,44,102485,1987
2021-01-13,South Carolina,45,365378,5911
2021-01-13,South Dakota,46,104195,1604
2021-01-13,Tennessee,47,653568,8072
2021-01-13,Texas,48,2043315,31396
2021-01-13,Utah,49,314817,1449
2021-01-13,Vermont,50,9368,158
2021-01-13,Virgin Islands,78,2166,24
2021-01-13,Virginia,51,412545,5552
2021-01-13,Washington,53,285690,3909
2021-01-13,West Virginia,54,104392,1671
2021-01-13,Wisconsin,55,558020,5679
2021-01-13,Wyoming,56,48289,522
