date,state,fips,cases,deaths
2021-03-20,Alabama,01,511087,10436
2021-03-20,Alaska,02,60683,296
2021-03-20,Arizona,04,835765,16733
2021-03-20,Arkansas,05,328547,5533
2021-03-20,California,06,3640704,57469
2021-03-20,Colorado,08,452174,6148
2021-03-20,Connecticut,09,296691,7832
2021-03-20,Delaware,10,91942,1526
2021-03-20,District of Columbia,11,43175,1049
2021-03-20,Florida,12,2004354,32712
2021-03-20,Georgia,13,1018824,17965
2021-03-20,Guam,66,8749,135
2021-03-20,Hawaii,15,28763,450
2021-03-20,Idaho,16,177501,1944
2021-03-20,Illinois,17,1223884,23329
2021-03-20,Indiana,18,680420,12926
2021-03-20,Iowa,19,345644,5675
2021-03-20,Kansas,20,302223,4842
2021-03-20,Kentucky,21,423989,5777
2021-03-20,Louisiana,22,439737,9988
2021-03-20,Maine,23,48292,728
2021-03-20,Maryland,24,399201,8158
2021-03-20,Massachusetts,25,612857,16832
2021-03-20,Michigan,26,690929,16897
2021-03-20,Minnesota,27,504341,6845
2021-03-20,Mississippi,28,302677,6955
2021-03-20,Missouri,29,578260,8816
2021-03-20,Montana,30,103042,1415
2021-03-20,Nebraska,31,206685,2243
2021-03-20,Nevada,32,300972,5171
2021-03-20,New Hampshire,33,80316,1217
2021-03-20,New Jersey,34,862648,24134
2021-03-20,New Mexico,35,189560,3891
2021-03-20,New York,36,1779291,48916
2021-03-20,North Carolina,37,900319,11848
2021-03-20,North Dakota,38,101633,1492
2021-03-20,Northern Mariana Islands,69,157,2
2021-03-20,Ohio,39,998819,18340
2021-03-20,Oklahoma,40,434491,4788
2021-03-20,Oregon,41,161342,2373
2021-03-20,Pennsylvania,42,989336,24841
2021-03-20,Puerto Rico,72,137836,2096
2021-03-20,Rhode Island,44,133039,2595
2021-03-20,South Carolina,45,540390,8977
2021-03-20,South Dakota,46,115723,1922
2021-03-20,Tennessee,47,784220,11606
2021-03-20,Texas,48,2752597,47462
2021-03-20,Utah,49,381254,2060
2021-03-20,Vermont,50,17555,219
2021-03-20,Virgin Islands,78,2767,25
2021-03-20,Virginia,51,603748,10106
2021-03-20,Washington,53,357376,5224
2021-03-20,West Virginia,54,137478,2600
2021-03-20,Wisconsin,55,629167,7241
2021-03-20,Wyoming,56,55581,693
