date,state,fips,cases,deaths
2021-04-09,Alabama,01,518234,10686
2021-04-09,Alaska,02,64259,299
2021-04-09,Arizona,04,848217,17062
2021-04-09,Arkansas,05,331882,5661
2021-04-09,California,06,3693790,60245
2021-04-09,Colorado,08,478535,6203
2021-04-09,Connecticut,09,321586,7944
2021-04-09,Delaware,10,97784,1573
2021-04-09,District of Columbia,11,45634,1079
2021-04-09,Florida,12,2111799,33967
2021-04-09,Georgia,13,1047385,18825
2021-04-09,Guam,66,8802,137
2021-04-09,Hawaii,15,30844,467
2021-04-09,Idaho,16,183255,1995
2021-04-09,Illinois,17,1276891,23762
2021-04-09,Indiana,18,699472,13131
2021-04-09,Iowa,19,356073,5849
2021-04-09,Kansas,20,306518,4938
2021-04-09,Kentucky,21,435601,6328
2021-04-09,Louisiana,22,448838,10216
2021-04-09,Maine,23,53434,750
2021-04-09,Maryland,24,423849,8424
2021-04-09,Massachusetts,25,655278,17376
2021-04-09,Michigan,26,812489,17471
2021-04-09,Minnesota,27,537906,7010
2021-04-09,Mississippi,28,307094,7086
2021-04-09,Missouri,29,590923,9000
2021-04-09,Montana,30,106104,1521
2021-04-09,Nebraska,31,213697,2328
2021-04-09,Nevada,32,306958,5323
2021-04-09,New Hampshire,33,87978,1253
2021-04-09,New Jersey,34,946504,24826
2021-04-09,New Mexico,35,193368,3978
2021-04-09,New York,36,1940703,50465
2021-04-09,North Carolina,37,935163,12273
2021-04-09,North Dakota,38,104519,1501
2021-04-09,Northern Mariana Islands,69,160,2
2021-04-09,Ohio,39,1035552,18827
2021-04-09,Oklahoma,40,442805,6669
2021-04-09,Oregon,41,169338,2451
2021-04-09,Pennsylvania,42,1069713,25421
2021-04-09,Puerto Rico,72,146815,2152
2021-04-09,Rhode Island,44,141097,2638
2021-04-09,South Carolina,45,560762,9248
2021-04-09,South Dakota,46,119467,1946
2021-04-09,Tennessee,47,807921,11900
2021-04-09,Texas,48,2823246,49273
2021-04-09,Utah,49,389414,2157
2021-04-09,Vermont,50,20815,231
2021-04-09,Virgin Islands,78,2971,26
2021-04-09,Virginia,51,632625,10451
2021-04-09,Washington,53,376812,5373
2021-04-09,West Virginia,54,145299,2737
2021-04-09,Wisconsin,55,644160,7376
2021-04-09,Wyoming,56,56873,701
