date,state,fips,cases,deaths
2021-02-27,Alabama,01,492683,9930
2021-02-27,Alaska,02,57846,279
2021-02-27,Arizona,04,816334,15967
2021-02-27,Arkansas,05,319195,5417
2021-02-27,California,06,3565496,51979
2021-02-27,Colorado,08,430129,6038
2021-02-27,Connecticut,09,279946,7622
2021-02-27,Delaware,10,86517,1418
2021-02-27,District of Columbia,11,40478,1010
2021-02-27,Florida,12,1903674,30733
2021-02-27,Georgia,13,979683,16756
2021-02-27,Guam,66,8704,131
2021-02-27,Hawaii,15,27419,436
2021-02-27,Idaho,16,171209,1862
2021-02-27,Illinois,17,1188732,22710
2021-02-27,Indiana,18,664149,12556
2021-02-27,Iowa,19,336270,5470
2021-02-27,Kansas,20,296798,4735
2021-02-27,Kentucky,21,407745,4776
2021-02-27,Louisiana,22,428592,9587
2021-02-27,Maine,23,44492,702
2021-02-27,Maryland,24,381454,7856
2021-02-27,Massachusetts,25,579680,16067
2021-02-27,Michigan,26,645375,16498
2021-02-27,Minnesota,27,483858,6543
2021-02-27,Mississippi,28,294091,6669
2021-02-27,Missouri,29,516796,8383
2021-02-27,Montana,30,99920,1357
2021-02-27,Nebraska,31,201105,2199
2021-02-27,Nevada,32,293534,4957
2021-02-27,New Hampshire,33,75166,1170
2021-02-27,New Jersey,34,786964,23238
2021-02-27,New Mexico,35,184888,3702
2021-02-27,New York,36,1636297,47025
2021-02-27,North Carolina,37,862635,11240
2021-02-27,North Dakota,38,99810,1475
2021-02-27,Northern Mariana Islands,69,143,2
2021-02-27,Ohio,39,966154,17239
2021-02-27,Oklahoma,40,423802,4379
2021-02-27,Oregon,41,155315,2218
2021-02-27,Pennsylvania,42,934113,23979
2021-02-27,Puerto Rico,72,133659,2032
2021-02-27,Rhode Island,44,125622,2502
2021-02-27,South Carolina,45,515072,8498
2021-02-27,South Dakota,46,112293,1886
2021-02-27,Tennessee,47,760289,11299
2021-02-27,Texas,48,2649664,43772
2021-02-27,Utah,49,370770,1929
2021-02-27,Vermont,50,15098,204
2021-02-27,Virgin Islands,78,2646,25
2021-02-27,Virginia,51,574314,8382
2021-02-27,Washington,53,342574,5024
2021-02-27,West Virginia,54,131580,2297
2021-02-27,Wisconsin,55,616899,7019
2021-02-27,Wyoming,56,54350,671
