date,state,fips,cases,deaths
2020-12-12,Alabama,01,292841,4102
2020-12-12,Alaska,02,40293,169
2020-12-12,Arizona,04,405656,7340
2020-12-12,Arkansas,05,184252,2911
2020-12-12,California,06,1554863,20958
2020-12-12,Colorado,08,287364,3916
2020-12-12,Connecticut,09,146761,5363
2020-12-12,Delaware,10,44876,815
2020-12-12,District of Columbia,11,24643,713
2020-12-12,Florida,12,1116965,19784
2020-12-12,Georgia,13,518973,9779
2020-12-12,Guam,66,8059,118
2020-12-12,Hawaii,15,19225,269
2020-12-12,Idaho,16,120703,1173
2020-12-12,Illinois,17,843328,15232
2020-12-12,Indiana,18,422368,6758
2020-12-12,Iowa,19,255009,3208
2020-12-12,Kansas,20,188610,2072
2020-12-12,Kentucky,21,224155,2446
2020-12-12,Louisiana,22,264191,6767
2020-12-12,Maine,23,15620,257
2020-12-12,Maryland,24,232172,5100
2020-12-12,Massachusetts,25,285725,11307
2020-12-12,Michigan,26,464368,11186
2020-12-12,Minnesota,27,375457,4418
2020-12-12,Mississippi,28,177947,4180
2020-12-12,Missouri,29,360623,4754
2020-12-12,Montana,30,72659,816
2020-12-12,Nebraska,31,147792,1385
2020-12-12,Nevada,32,184527,2530
2020-12-12,New Hampshire,33,30244,600
2020-12-12,New Jersey,34,398364,17732
2020-12-12,New Mexico,35,118358,1913
2020-12-12,New York,36,770804,35074
2020-12-12,North Carolina,37,430325,5831
2020-12-12,North Dakota,38,87596,1158
2020-12-12,Northern Mariana Islands,69,113,2
2020-12-12,Ohio,39,553461,7477
2020-12-12,Oklahoma,40,233336,2042
2020-12-12,Oregon,41,92839,1155
2020-12-12,Pennsylvania,42,485901,12489
2020-12-12,Puerto Rico,72,95338,1266
2020-12-12,Rhode Island,44,70818,1509
2020-12-12,South Carolina,45,248798,4685
2020-12-12,South Dakota,46,90407,1243
2020-12-12,Tennessee,47,432246,5344
2020-12-12,Texas,48,1473318,24400
2020-12-12,Utah,49,231821,1039
2020-12-12,Vermont,50,5626,95
2020-12-12,Virgin Islands,78,1791,23
2020-12-12,Virginia,51,278615,4409
2020-12-12,Washington,53,207399,3043
2020-12-12,West Virginia,54,62151,966
2020-12-12,Wisconsin,55,465991,4329
2020-12-12,Wyoming,56,38907,321
