date,state,fips,cases,deaths
2021-04-11,Alabama,01,518899,10712
2021-04-11,Alaska,02,64259,299
2021-04-11,Arizona,04,849561,17086
2021-04-11,Arkansas,05,332253,5661
2021-04-11,California,06,3700662,60419
2021-04-11,Colorado,08,481331,6210
2021-04-11,Connecticut,09,321586,7944
2021-04-11,Delaware,10,98570,1578
2021-04-11,District of Columbia,11,45830,1081
2021-04-11,Florida,12,2124225,34020
2021-04-11,Georgia,13,1049961,18886
2021-04-11,Guam,66,8806,137
2021-04-11,Hawaii,15,31045,468
2021-04-11,Idaho,16,183258,1995
2021-04-11,Illinois,17,1283110,23793
2021-04-11,Indiana,18,701988,13148
2021-04-11,Iowa,19,357019,5857
2021-04-11,Kansas,20,306518,4938
2021-04-11,Kentucky,21,436395,6350
2021-04-11,Louisiana,22,448838,10216
2021-04-11,Maine,23,53960,750
2021-04-11,Maryland,24,426916,8455
2021-04-11,Massachusetts,25,659569,17387
2021-04-11,Michigan,26,819977,17552
2021-04-11,Minnesota,27,542131,7035
2021-04-11,Mississippi,28,307449,7096
2021-04-11,Missouri,29,591975,9007
2021-04-11,Montana,30,106231,1523
2021-04-11,Nebraska,31,214323,2330
2021-04-11,Nevada,32,308030,5332
2021-04-11,New Hampshire,33,88854,1257
2021-04-11,New Jersey,34,953490,24870
2021-04-11,New Mexico,35,193368,3978
2021-04-11,New York,36,1954809,50610
2021-04-11,North Carolina,37,935262,12276
2021-04-11,North Dakota,38,104776,1502
2021-04-11,Northern Mariana Islands,69,160,2
2021-04-11,Ohio,39,1039455,18827
2021-04-11,Oklahoma,40,442805,6669
2021-04-11,Oregon,41,170568,2451
2021-04-11,Pennsylvania,42,1077271,25459
2021-04-11,Puerto Rico,72,148914,2155
2021-04-11,Rhode Island,44,141097,2638
2021-04-11,South Carolina,45,562691,9276
2021-04-11,South Dakota,46,119705,1946
2021-04-11,Tennessee,47,808060,11900
2021-04-11,Texas,48,2827183,49362
2021-04-11,Utah,49,390165,2159
2021-04-11,Vermont,50,21202,231
2021-04-11,Virgin Islands,78,2971,26
2021-04-11,Virginia,51,635552,10472
2021-04-11,Washington,53,378052,5373
2021-04-11,West Virginia,54,146169,2745
2021-04-11,Wisconsin,55,645693,7381
2021-04-11,Wyoming,56,56873,701
