date,state,fips,cases,deaths
2021-02-03,Alabama,01,465056,8203
2021-02-03,Alaska,02,54447,269
2021-02-03,Arizona,04,769297,13593
2021-02-03,Arkansas,05,300430,4985
2021-02-03,California,06,3366597,42434
2021-02-03,Colorado,08,401751,5759
2021-02-03,Connecticut,09,257004,7157
2021-02-03,Delaware,10,78982,1130
2021-02-03,District of Columbia,11,37199,926
2021-02-03,Florida,12,1744611,27018
2021-02-03,Georgia,13,898639,14153
2021-02-03,Guam,66,8587,130
2021-02-03,Hawaii,15,26000,411
2021-02-03,Idaho,16,164257,1750
2021-02-03,Illinois,17,1137037,21420
2021-02-03,Indiana,18,634470,10091
2021-02-03,Iowa,19,322308,4975
2021-02-03,Kansas,20,281866,3895
2021-02-03,Kentucky,21,372774,4067
2021-02-03,Louisiana,22,406235,9006
2021-02-03,Maine,23,40233,627
2021-02-03,Maryland,24,357660,7220
2021-02-03,Massachusetts,25,531117,14708
2021-02-03,Michigan,26,614355,15633
2021-02-03,Minnesota,27,463834,6302
2021-02-03,Mississippi,28,277322,6158
2021-02-03,Missouri,29,497781,7491
2021-02-03,Montana,30,94890,1304
2021-02-03,Nebraska,31,192228,2028
2021-02-03,Nevada,32,280848,4376
2021-02-03,New Hampshire,33,66721,1076
2021-02-03,New Jersey,34,705807,21693
2021-02-03,New Mexico,35,175652,3340
2021-02-03,New York,36,1444199,43687
2021-02-03,North Carolina,37,779727,9625
2021-02-03,North Dakota,38,97961,1447
2021-02-03,Northern Mariana Islands,69,133,2
2021-02-03,Ohio,39,906727,11431
2021-02-03,Oklahoma,40,394283,3654
2021-02-03,Oregon,41,144605,2011
2021-02-03,Pennsylvania,42,859345,22010
2021-02-03,Puerto Rico,72,128277,1853
2021-02-03,Rhode Island,44,116704,2198
2021-02-03,South Carolina,45,450794,7394
2021-02-03,South Dakota,46,108639,1782
2021-02-03,Tennessee,47,719332,9939
2021-02-03,Texas,48,2450705,38203
2021-02-03,Utah,49,350000,1699
2021-02-03,Vermont,50,12329,179
2021-02-03,Virgin Islands,78,2430,24
2021-02-03,Virginia,51,513339,6575
2021-02-03,Washington,53,319502,4466
2021-02-03,West Virginia,54,122470,2058
2021-02-03,Wisconsin,55,595756,6500
2021-02-03,Wyoming,56,52288,624
