date,state,fips,cases,deaths
2021-02-01,Alabama,01,460860,7688
2021-02-01,Alaska,02,54091,253
2021-02-01,Arizona,04,762458,13124
2021-02-01,Arkansas,05,296494,4895
2021-02-01,California,06,3341560,41284
2021-02-01,Colorado,08,399384,5737
2021-02-01,Connecticut,09,253954,7119
2021-02-01,Delaware,10,78495,1101
2021-02-01,District of Columbia,11,37008,916
2021-02-01,Florida,12,1727099,26684
2021-02-01,Georgia,13,888462,13821
2021-02-01,Guam,66,8577,130
2021-02-01,Hawaii,15,25870,407
2021-02-01,Idaho,16,163291,1737
2021-02-01,Illinois,17,1131212,21273
2021-02-01,Indiana,18,631502,9989
2021-02-01,Iowa,19,320187,4906
2021-02-01,Kansas,20,279587,3809
2021-02-01,Kentucky,21,368623,3995
2021-02-01,Louisiana,22,401591,8912
2021-02-01,Maine,23,39543,595
2021-02-01,Maryland,24,355812,7154
2021-02-01,Massachusetts,25,526423,14607
2021-02-01,Michigan,26,611223,15527
2021-02-01,Minnesota,27,462596,6270
2021-02-01,Mississippi,28,275706,6056
2021-02-01,Missouri,29,494869,7182
2021-02-01,Montana,30,94146,1235
2021-02-01,Nebraska,31,192112,2031
2021-02-01,Nevada,32,279241,4281
2021-02-01,New Hampshire,33,66058,1059
2021-02-01,New Jersey,34,700346,21513
2021-02-01,New Mexico,35,174550,3297
2021-02-01,New York,36,1429096,43354
2021-02-01,North Carolina,37,763358,9397
2021-02-01,North Dakota,38,97708,1447
2021-02-01,Northern Mariana Islands,69,131,2
2021-02-01,Ohio,39,899079,11233
2021-02-01,Oklahoma,40,390868,3564
2021-02-01,Oregon,41,143373,1980
2021-02-01,Pennsylvania,42,851911,21741
2021-02-01,Puerto Rico,72,127853,1836
2021-02-01,Rhode Island,44,115956,2173
2021-02-01,South Carolina,45,445916,7283
2021-02-01,South Dakota,46,108315,1778
2021-02-01,Tennessee,47,715439,9660
2021-02-01,Texas,48,2414468,37405
2021-02-01,Utah,49,347210,1669
2021-02-01,Vermont,50,12083,175
2021-02-01,Virgin Islands,78,2421,24
2021-02-01,Virginia,51,507640,6474
2021-02-01,Washington,53,317703,4404
2021-02-01,West Virginia,54,121425,2028
2021-02-01,Wisconsin,55,592921,6439
2021-02-01,Wyoming,56,52057,596
