date,state,fips,cases,deaths
2020-12-09,Alabama,01,280187,3985
2020-12-09,Alaska,02,38510,143
2020-12-09,Arizona,04,384241,7081
2020-12-09,Arkansas,05,176652,2786
2020-12-09,California,06,1457214,20466
2020-12-09,Colorado,08,274354,3671
2020-12-09,Connecticut,09,140548,5285
2020-12-09,Delaware,10,42393,803
2020-12-09,District of Columbia,11,23854,704
2020-12-09,Florida,12,1083354,19461
2020-12-09,Georgia,13,499299,9630
2020-12-09,Guam,66,8008,114
2020-12-09,Hawaii,15,18785,264
2020-12-09,Idaho,16,116677,1124
2020-12-09,Illinois,17,813990,14621
2020-12-09,Indiana,18,401219,6506
2020-12-09,Iowa,19,248782,3017
2020-12-09,Kansas,20,183404,1941
2020-12-09,Kentucky,21,212997,2359
2020-12-09,Louisiana,22,258914,6684
2020-12-09,Maine,23,14454,246
2020-12-09,Maryland,24,222971,4962
2020-12-09,Massachusetts,25,269412,11166
2020-12-09,Michigan,26,447817,10699
2020-12-09,Minnesota,27,363778,4168
2020-12-09,Mississippi,28,170672,4041
2020-12-09,Missouri,29,349046,4640
2020-12-09,Montana,30,70191,771
2020-12-09,Nebraska,31,144087,1305
2020-12-09,Nevada,32,176674,2395
2020-12-09,New Hampshire,33,27592,570
2020-12-09,New Jersey,34,383354,17542
2020-12-09,New Mexico,35,112950,1823
2020-12-09,New York,36,738947,34799
2020-12-09,North Carolina,37,412140,5704
2020-12-09,North Dakota,38,86149,1081
2020-12-09,Northern Mariana Islands,69,113,2
2020-12-09,Ohio,39,520112,7187
2020-12-09,Oklahoma,40,222993,1945
2020-12-09,Oregon,41,88308,1112
2020-12-09,Pennsylvania,42,451154,11839
2020-12-09,Puerto Rico,72,92577,1219
2020-12-09,Rhode Island,44,68299,1484
2020-12-09,South Carolina,45,239444,4612
2020-12-09,South Dakota,46,88023,1147
2020-12-09,Tennessee,47,413043,5113
2020-12-09,Texas,48,1390544,23727
2020-12-09,Utah,49,222545,995
2020-12-09,Vermont,50,5285,86
2020-12-09,Virgin Islands,78,1698,23
2020-12-09,Virginia,51,267128,4281
2020-12-09,Washington,53,197973,3146
2020-12-09,West Virginia,54,58462,901
2020-12-09,Wisconsin,55,452180,4149
2020-12-09,Wyoming,56,37885,299
