date,state,fips,cases,deaths
2020-12-24,Alabama,01,338801,4676
2020-12-24,Alaska,02,44876,191
2020-12-24,Arizona,04,483502,8301
2020-12-24,Arkansas,05,211145,3406
2020-12-24,California,06,2047919,23944
2020-12-24,Colorado,08,320714,4610
2020-12-24,Connecticut,09,172743,5791
2020-12-24,Delaware,10,53015,888
2020-12-24,District of Columbia,11,27436,756
2020-12-24,Florida,12,1247538,20994
2020-12-24,Georgia,13,597753,10256
2020-12-24,Guam,66,8235,122
2020-12-24,Hawaii,15,20707,283
2020-12-24,Idaho,16,135383,1353
2020-12-24,Illinois,17,926967,16964
2020-12-24,Indiana,18,485681,7730
2020-12-24,Iowa,19,273661,3739
2020-12-24,Kansas,20,212962,2507
2020-12-24,Kentucky,21,253437,2780
2020-12-24,Louisiana,22,296499,7272
2020-12-24,Maine,23,21226,317
2020-12-24,Maryland,24,260994,5627
2020-12-24,Massachusetts,25,341925,11963
2020-12-24,Michigan,26,508029,12406
2020-12-24,Minnesota,27,404462,5109
2020-12-24,Mississippi,28,202651,4556
2020-12-24,Missouri,29,399528,5627
2020-12-24,Montana,30,79066,918
2020-12-24,Nebraska,31,160622,1590
2020-12-24,Nevada,32,212662,2926
2020-12-24,New Hampshire,33,38902,690
2020-12-24,New Jersey,34,451787,18544
2020-12-24,New Mexico,35,135166,2272
2020-12-24,New York,36,896242,36604
2020-12-24,North Carolina,37,498005,6420
2020-12-24,North Dakota,38,90955,1267
2020-12-24,Northern Mariana Islands,69,118,2
2020-12-24,Ohio,39,653650,8456
2020-12-24,Oklahoma,40,272553,2328
2020-12-24,Oregon,41,106822,1417
2020-12-24,Pennsylvania,42,596122,14759
2020-12-24,Puerto Rico,72,104423,1423
2020-12-24,Rhode Island,44,82066,1704
2020-12-24,South Carolina,45,285028,5043
2020-12-24,South Dakota,46,96546,1430
2020-12-24,Tennessee,47,532375,6367
2020-12-24,Texas,48,1661007,26879
2020-12-24,Utah,49,260589,1205
2020-12-24,Vermont,50,6781,120
2020-12-24,Virgin Islands,78,1967,23
2020-12-24,Virginia,51,323915,4791
2020-12-24,Washington,53,237269,3268
2020-12-24,West Virginia,54,77239,1228
2020-12-24,Wisconsin,55,503706,5022
2020-12-24,Wyoming,56,42664,373
